incident_id,year,quarter,country,incident_category,severity,sector_affected,estimated_victims,financial_damage_usd,genai_tool_involved,perpetrator_type,legal_action_taken,media_coverage_score,cross_border,detection_method,resolution_status
INC-00175,2024,Q2,Netherlands,Non-Consensual Intimate Imagery,Low,Legal,17761,,Image Generator,Individual,1,8.6,1,Journalist Investigation,Perpetrator Identified
INC-00176,2023,Q1,Kenya,AI-Generated Legal Documents (Unauthorized),Medium,Politics,1078,104305.67,LLM Chatbot,State Actor,0,0.6,1,Platform AI,Resolved
INC-00177,2024,Q1,Netherlands,Chatbot Harmful Advice,High,Personal,22951,10659115.55,Video Synthesizer,Organized Group,0,5.1,0,Forensic Analysis,Resolved
INC-00178,2024,Q3,Nigeria,AI Identity Theft,Low,Healthcare,844,12876.96,LLM Chatbot,Individual,0,7.6,0,Forensic Analysis,Resolved
INC-00179,2024,Q1,Netherlands,AI Identity Theft,Medium,Personal,36905,,LLM Chatbot,Organized Group,1,8.7,0,Victim Report,Closed-No Action
INC-00180,2025,Q3,Mexico,Academic Dishonesty,Low,Healthcare,3466,,Video Synthesizer,State Actor,1,4.6,0,Platform AI,Under Investigation
INC-00181,2024,Q4,Chile,AI Bias in Hiring,Medium,Education,29303,230270.71,Code Generator,State Actor,0,7.2,1,Whistleblower,Resolved
INC-00182,2023,Q4,Brazil,AI Bias in Hiring,Medium,Healthcare,15797,,Unknown,Individual,0,0.2,1,Platform AI,Perpetrator Identified
INC-00183,2023,Q2,New Zealand,AI Identity Theft,Medium,Employment,14804,,Video Synthesizer,Individual,0,1.4,0,Platform AI,Perpetrator Identified
INC-00184,2024,Q4,Brazil,AI-Enabled Phishing,Medium,Education,28764,1000375.33,Multiple,Individual,0,3.4,1,Platform AI,Closed-No Action
INC-00185,2025,Q1,Singapore,AI Bias in Credit Scoring,Medium,Personal,16490,,Image Generator,State Actor,0,8.2,1,Victim Report,Legal Proceedings
INC-00186,2022,Q3,Russia,Synthetic Media Electoral Interference,Low,Personal,2634,3290.79,Code Generator,Individual,0,1.9,1,Whistleblower,Resolved
INC-00187,2025,Q3,North Korea,Academic Dishonesty,High,Employment,90094,,Video Synthesizer,Corporation,1,5.8,0,Journalist Investigation,Resolved
INC-00188,2024,Q2,Singapore,AI Identity Theft,Medium,Employment,76077,,Unknown,Individual,1,4.9,1,Human Review,Closed-No Action
INC-00189,2024,Q1,Kenya,AI Bias in Credit Scoring,Low,Healthcare,7660,98919.92,Image Generator,Unknown,0,1.0,1,Victim Report,Closed-No Action
INC-00190,2022,Q3,Taiwan,Chatbot Harmful Advice,Medium,Legal,19480,,Voice Cloner,State Actor,0,5.6,1,Human Review,Under Investigation
INC-00191,2024,Q1,Israel,AI-Generated Fraud,Critical,Finance,5163,18772031.98,Unknown,Unknown,1,4.7,0,Human Review,Perpetrator Identified
INC-00192,2023,Q2,Israel,Synthetic Media Electoral Interference,High,Media,13581,11920818.11,Code Generator,Unknown,0,1.6,1,Journalist Investigation,Under Investigation
INC-00193,2024,Q1,Canada,Deepfake Political Disinformation,Medium,Employment,16703,,Unknown,Unknown,0,9.2,0,Whistleblower,Closed-No Action
INC-00194,2025,Q3,Iran,Synthetic Media Electoral Interference,Critical,Public Safety,241138,67544221.16,Unknown,Corporation,0,0.9,0,Victim Report,Closed-No Action
INC-00195,2023,Q1,Chile,Medical AI Misdiagnosis,Critical,Education,224558,,Image Generator,Corporation,0,3.2,1,Platform AI,Under Investigation
INC-00196,2024,Q1,Israel,Synthetic Media Electoral Interference,Low,Employment,5219,,Video Synthesizer,Individual,0,2.5,1,Victim Report,Under Investigation
INC-00197,2025,Q1,Italy,Deepfake Political Disinformation,Medium,Legal,9027,,Unknown,Corporation,0,6.2,0,Whistleblower,Under Investigation
INC-00198,2023,Q1,India,Non-Consensual Intimate Imagery,Critical,Education,435965,851638.9,Code Generator,Unknown,0,9.0,0,Platform AI,Closed-No Action
INC-00199,2024,Q4,New Zealand,Academic Dishonesty,Low,Employment,1921,8862.69,Video Synthesizer,Organized Group,0,0.2,0,Whistleblower,Resolved
INC-00200,2025,Q3,China,Medical AI Misdiagnosis,Medium,Employment,25160,415353.09,Multiple,State Actor,0,8.8,1,Journalist Investigation,Unresolved
INC-00201,2023,Q4,India,AI Bias in Credit Scoring,Medium,Healthcare,10264,3021262.28,LLM Chatbot,Individual,0,2.7,1,Human Review,Closed-No Action
INC-00202,2024,Q4,United Kingdom,AI Identity Theft,Low,Legal,3757,,Video Synthesizer,Individual,0,7.9,0,Whistleblower,Closed-No Action
INC-00203,2024,Q4,United Kingdom,Medical AI Misdiagnosis,Medium,Education,7888,,Code Generator,Corporation,1,2.0,0,Journalist Investigation,Perpetrator Identified
INC-00204,2024,Q3,Kenya,Medical AI Misdiagnosis,Medium,Healthcare,33433,31297.56,Voice Cloner,Organized Group,0,5.5,0,Victim Report,Unresolved
INC-00205,2025,Q4,Saudi Arabia,AI Plagiarism,Low,Education,763,26721.52,Multiple,Corporation,0,1.8,0,Journalist Investigation,Unresolved
INC-00206,2024,Q1,Israel,Deepfake Political Disinformation,Medium,Healthcare,38960,9146.63,Image Generator,Unknown,0,4.3,1,Automated Flag,Unresolved
INC-00207,2025,Q2,Iran,AI Identity Theft,High,Politics,255528,15202444.24,Video Synthesizer,Corporation,0,7.4,1,Platform AI,Unresolved
INC-00208,2022,Q1,Venezuela,AI Surveillance Abuse,High,Personal,21588,12930662.63,Voice Cloner,Corporation,0,5.1,1,Victim Report,Under Investigation
INC-00209,2023,Q2,Israel,AI-Generated Legal Documents (Unauthorized),Low,Public Safety,1293,,Multiple,Unknown,1,8.2,0,Victim Report,Closed-No Action
INC-00210,2024,Q4,Mexico,Copyright Infringement via Image Gen,Medium,Public Safety,2410,,Image Generator,Unknown,0,8.1,1,Human Review,Closed-No Action
INC-00211,2022,Q3,Saudi Arabia,Chatbot Harmful Advice,Low,Healthcare,5519,,Multiple,Corporation,0,8.9,0,Automated Flag,Resolved
INC-00212,2025,Q1,Iran,Chatbot Harmful Advice,Low,Education,10537,65130.67,Image Generator,State Actor,0,5.5,0,Automated Flag,Perpetrator Identified
INC-00213,2023,Q4,Turkey,Copyright Infringement via Image Gen,Medium,Finance,2481,124958.33,Code Generator,Corporation,1,2.6,0,Journalist Investigation,Perpetrator Identified
INC-00214,2025,Q3,Russia,Chatbot Harmful Advice,Medium,Healthcare,15063,119197.35,Code Generator,Organized Group,0,9.1,0,Forensic Analysis,Unresolved
INC-00215,2023,Q2,New Zealand,Manipulated Audio Evidence,Low,Media,957,164880.48,Image Generator,Corporation,1,9.4,1,Journalist Investigation,Closed-No Action
INC-00216,2024,Q3,Canada,Voice Cloning Scam,Low,Personal,907,,Multiple,Individual,1,5.2,0,Whistleblower,Resolved
INC-00217,2024,Q1,Spain,Deepfake Political Disinformation,Critical,Public Safety,194074,,Voice Cloner,State Actor,1,4.4,0,Platform AI,Unresolved
INC-00218,2024,Q3,Chile,Copyright Infringement via Image Gen,Medium,Politics,57247,,Multiple,Organized Group,0,5.8,0,Whistleblower,Legal Proceedings
INC-00219,2024,Q2,Ireland,Automated Misinformation Campaign,Low,Politics,6025,22102.61,Unknown,State Actor,0,8.1,1,Platform AI,Under Investigation
INC-00220,2023,Q4,Mexico,AI Bias in Credit Scoring,Medium,Education,69087,1277897.18,Video Synthesizer,Corporation,0,1.8,0,Whistleblower,Legal Proceedings
INC-00221,2025,Q4,Australia,AI Plagiarism,Medium,Public Safety,7180,362101.25,Multiple,Individual,1,7.1,0,Human Review,Closed-No Action
INC-00222,2024,Q4,Singapore,Chatbot Harmful Advice,Critical,Legal,605001,70229398.55,LLM Chatbot,Individual,1,5.0,0,Forensic Analysis,Closed-No Action
INC-00223,2025,Q1,Indonesia,Non-Consensual Intimate Imagery,Medium,Employment,23762,,Voice Cloner,Organized Group,1,9.9,0,Whistleblower,Under Investigation
INC-00224,2025,Q3,Russia,Medical AI Misdiagnosis,Low,Healthcare,2162,146384.75,Image Generator,State Actor,0,2.1,1,Journalist Investigation,Perpetrator Identified
INC-00225,2025,Q3,Poland,Copyright Infringement via Image Gen,Critical,Personal,628800,,Voice Cloner,Corporation,0,4.8,0,Victim Report,Resolved
INC-00226,2024,Q2,United Kingdom,Deepfake Political Disinformation,High,Public Safety,236468,6097986.15,Multiple,Individual,1,8.0,0,Human Review,Legal Proceedings
INC-00227,2024,Q3,Israel,AI Bias in Hiring,Medium,Employment,75235,476824.29,Image Generator,Unknown,1,6.3,0,Human Review,Closed-No Action
INC-00228,2024,Q3,Brazil,Non-Consensual Intimate Imagery,Medium,Personal,4228,127992.89,Video Synthesizer,Corporation,0,4.9,0,Journalist Investigation,Closed-No Action
INC-00229,2025,Q4,Canada,AI-Enabled Phishing,High,Politics,29006,,Code Generator,Individual,1,1.4,1,Platform AI,Closed-No Action
INC-00230,2022,Q2,Israel,AI Surveillance Abuse,Low,Finance,3314,19482.23,Unknown,State Actor,0,4.9,0,Victim Report,Closed-No Action
INC-00231,2024,Q1,France,Chatbot Harmful Advice,Low,Employment,7108,,Voice Cloner,Unknown,0,2.4,0,Whistleblower,Legal Proceedings
INC-00232,2023,Q2,Kenya,Manipulated Audio Evidence,High,Politics,4679,2632674.01,Image Generator,State Actor,0,8.8,1,Whistleblower,Closed-No Action
INC-00233,2024,Q3,Kenya,Synthetic Media Electoral Interference,Medium,Employment,31859,,LLM Chatbot,State Actor,0,4.8,0,Whistleblower,Under Investigation
INC-00234,2023,Q3,Germany,AI Identity Theft,High,Personal,66089,1314785.9,Multiple,State Actor,0,2.4,1,Human Review,Closed-No Action
INC-00235,2023,Q1,Spain,AI-Enabled Phishing,Critical,Finance,32317,74383370.35,Multiple,Corporation,0,5.9,0,Journalist Investigation,Perpetrator Identified
INC-00236,2024,Q1,UAE,AI Bias in Credit Scoring,Medium,Media,10174,62309.03,Unknown,Individual,0,0.6,1,Automated Flag,Unresolved
INC-00237,2025,Q1,Germany,AI Plagiarism,High,Healthcare,99029,,Multiple,Unknown,1,1.9,0,Journalist Investigation,Closed-No Action
INC-00238,2023,Q1,Venezuela,Synthetic Media Electoral Interference,Medium,Healthcare,49249,,Image Generator,Corporation,0,2.6,0,Journalist Investigation,Closed-No Action
INC-00239,2023,Q4,Israel,Synthetic Media Electoral Interference,Medium,Employment,258,150253.57,Image Generator,State Actor,0,7.9,0,Automated Flag,Under Investigation
INC-00240,2024,Q3,Chile,AI-Generated Legal Documents (Unauthorized),Low,Healthcare,1821,,Multiple,Corporation,0,6.3,1,Automated Flag,Under Investigation
INC-00241,2022,Q2,Japan,Synthetic Media Electoral Interference,Medium,Public Safety,16484,646670.19,LLM Chatbot,Organized Group,1,4.5,1,Whistleblower,Resolved
INC-00242,2023,Q3,Russia,AI Plagiarism,Medium,Healthcare,5487,119625.09,LLM Chatbot,Unknown,0,0.6,0,Whistleblower,Under Investigation
INC-00243,2023,Q1,South Africa,AI Identity Theft,Medium,Media,10629,1643663.72,Voice Cloner,State Actor,0,5.4,0,Automated Flag,Under Investigation
INC-00244,2024,Q2,Poland,AI Surveillance Abuse,Low,Healthcare,10437,30058.32,Voice Cloner,Corporation,0,9.0,0,Journalist Investigation,Under Investigation
INC-00245,2025,Q2,Chile,AI-Generated Legal Documents (Unauthorized),Medium,Finance,19947,1256237.9,Voice Cloner,Corporation,1,3.2,1,Forensic Analysis,Under Investigation
INC-00246,2025,Q4,Brazil,AI-Generated Legal Documents (Unauthorized),Medium,Healthcare,7094,331858.48,Multiple,State Actor,0,7.7,0,Forensic Analysis,Closed-No Action
INC-00247,2024,Q2,Nigeria,AI Bias in Credit Scoring,Medium,Legal,2208,523677.77,Image Generator,Organized Group,1,7.8,0,Victim Report,Legal Proceedings
INC-00248,2024,Q2,Italy,AI Identity Theft,Low,Finance,491,,Unknown,Unknown,0,2.4,0,Forensic Analysis,Perpetrator Identified
INC-00249,2022,Q4,North Korea,Synthetic Media Electoral Interference,Low,Employment,1396,55561.27,Multiple,Unknown,1,1.0,0,Journalist Investigation,Closed-No Action
INC-00250,2025,Q4,China,Copyright Infringement via Image Gen,Medium,Personal,6202,46371.76,Voice Cloner,State Actor,0,4.8,0,Forensic Analysis,Legal Proceedings
INC-00251,2024,Q1,North Korea,AI Bias in Hiring,High,Legal,61166,,Multiple,Organized Group,0,9.3,1,Forensic Analysis,Legal Proceedings
INC-00252,2025,Q1,Brazil,Synthetic Media Electoral Interference,Medium,Media,18734,,Unknown,Unknown,0,3.8,1,Journalist Investigation,Closed-No Action
INC-00253,2024,Q2,Ireland,Voice Cloning Scam,Low,Politics,646,16548.2,Unknown,Corporation,1,8.5,0,Forensic Analysis,Under Investigation
INC-00254,2025,Q2,South Korea,Voice Cloning Scam,Medium,Employment,23878,363302.29,Image Generator,Corporation,0,3.7,1,Whistleblower,Closed-No Action
INC-00255,2023,Q3,France,AI Bias in Credit Scoring,Medium,Legal,26900,237662.44,Image Generator,State Actor,1,7.0,0,Victim Report,Closed-No Action
INC-00256,2024,Q2,Ireland,Non-Consensual Intimate Imagery,High,Personal,10623,638330.39,Multiple,Corporation,1,5.1,0,Platform AI,Resolved
INC-00257,2022,Q4,Nigeria,AI-Generated Fraud,Critical,Healthcare,492136,27312289.57,Image Generator,Unknown,0,4.7,1,Victim Report,Resolved
INC-00258,2024,Q1,China,Voice Cloning Scam,High,Politics,43853,,Image Generator,State Actor,0,4.6,1,Automated Flag,Unresolved
INC-00259,2024,Q1,Ireland,Manipulated Audio Evidence,Medium,Politics,10823,942302.19,Multiple,Corporation,0,0.1,0,Journalist Investigation,Resolved
INC-00260,2025,Q1,Japan,Automated Misinformation Campaign,High,Employment,72139,5144053.83,Voice Cloner,State Actor,0,1.8,1,Forensic Analysis,Closed-No Action
INC-00261,2025,Q2,Israel,AI-Generated Legal Documents (Unauthorized),Low,Politics,7495,5627.8,Video Synthesizer,State Actor,0,1.0,0,Victim Report,Resolved
INC-00262,2025,Q2,Kenya,Non-Consensual Intimate Imagery,High,Finance,52580,3371427.75,Unknown,Corporation,0,4.1,0,Automated Flag,Under Investigation
INC-00263,2024,Q3,Brazil,AI Bias in Hiring,Medium,Legal,18686,836825.94,Unknown,Unknown,0,1.1,1,Forensic Analysis,Closed-No Action
INC-00264,2022,Q2,Saudi Arabia,Manipulated Audio Evidence,High,Employment,295516,458567.1,Video Synthesizer,Corporation,0,0.4,1,Whistleblower,Under Investigation
INC-00265,2025,Q1,France,Copyright Infringement via Image Gen,High,Politics,41683,,Unknown,Unknown,1,4.9,1,Platform AI,Legal Proceedings
INC-00266,2022,Q3,Australia,Deepfake Political Disinformation,High,Media,50700,9712324.36,Video Synthesizer,Individual,0,7.5,0,Forensic Analysis,Legal Proceedings
INC-00267,2024,Q1,Japan,AI Surveillance Abuse,High,Employment,61520,7620812.84,Image Generator,Organized Group,1,6.0,0,Victim Report,Under Investigation
INC-00268,2023,Q4,Russia,AI-Enabled Phishing,High,Education,952,11795495.03,Code Generator,State Actor,0,6.6,1,Whistleblower,Unresolved
INC-00269,2022,Q3,Indonesia,Academic Dishonesty,Low,Politics,3333,193409.88,Code Generator,Organized Group,1,3.9,1,Automated Flag,Perpetrator Identified
INC-00270,2023,Q3,United States,AI Bias in Credit Scoring,High,Media,22448,9374104.51,Code Generator,Corporation,1,8.4,0,Forensic Analysis,Under Investigation
INC-00271,2024,Q1,India,AI Identity Theft,High,Personal,5606,6185964.17,Image Generator,Corporation,1,2.1,1,Journalist Investigation,Resolved
INC-00272,2025,Q4,Mexico,Chatbot Harmful Advice,Critical,Politics,214642,47447010.7,Video Synthesizer,State Actor,0,4.5,0,Platform AI,Perpetrator Identified
INC-00273,2022,Q4,Brazil,Automated Misinformation Campaign,Low,Legal,3687,,Voice Cloner,State Actor,0,3.1,0,Human Review,Unresolved
INC-00274,2024,Q2,France,Synthetic Media Electoral Interference,Critical,Employment,493987,3088807.68,Video Synthesizer,Unknown,0,4.7,1,Whistleblower,Closed-No Action
INC-00275,2025,Q4,Netherlands,AI Bias in Credit Scoring,Medium,Personal,48311,196988.6,Multiple,State Actor,1,6.4,0,Victim Report,Unresolved
INC-00276,2024,Q3,Spain,Deepfake Political Disinformation,Low,Finance,7080,11696.65,Voice Cloner,Organized Group,0,9.9,0,Journalist Investigation,Under Investigation
INC-00277,2023,Q4,Israel,AI Surveillance Abuse,Low,Politics,7189,36643.41,Multiple,Individual,1,5.2,1,Journalist Investigation,Unresolved
INC-00278,2025,Q1,Nigeria,Copyright Infringement via Image Gen,High,Education,134083,10555571.0,Code Generator,Unknown,0,4.2,0,Human Review,Under Investigation
INC-00279,2024,Q4,Iran,Deepfake Political Disinformation,Critical,Politics,306065,23340500.73,Image Generator,Unknown,0,9.6,0,Platform AI,Under Investigation
INC-00280,2024,Q3,Turkey,AI Bias in Hiring,Low,Politics,19931,23433.41,Code Generator,Individual,0,9.8,1,Human Review,Perpetrator Identified
INC-00281,2023,Q2,Saudi Arabia,Deepfake Political Disinformation,Medium,Employment,33583,1547160.26,LLM Chatbot,Individual,1,2.9,0,Whistleblower,Perpetrator Identified
INC-00282,2025,Q3,Mexico,Synthetic Media Electoral Interference,Medium,Legal,43311,,Image Generator,Corporation,1,3.4,1,Journalist Investigation,Perpetrator Identified
INC-00283,2025,Q2,South Africa,Deepfake Political Disinformation,Low,Personal,304,7604.09,Voice Cloner,Corporation,0,4.6,0,Human Review,Perpetrator Identified
INC-00284,2024,Q4,Indonesia,Medical AI Misdiagnosis,Low,Public Safety,1802,22646.5,Code Generator,Organized Group,1,1.9,0,Forensic Analysis,Under Investigation
INC-00285,2023,Q4,France,Automated Misinformation Campaign,High,Healthcare,219946,1858179.75,Voice Cloner,Organized Group,0,1.0,0,Whistleblower,Perpetrator Identified
INC-00286,2025,Q3,China,Copyright Infringement via Image Gen,Low,Media,6587,81273.0,Image Generator,Individual,1,6.2,1,Whistleblower,Legal Proceedings
INC-00287,2024,Q4,Indonesia,Automated Misinformation Campaign,Low,Education,2027,63896.46,Image Generator,Corporation,0,0.6,0,Automated Flag,Resolved
INC-00288,2025,Q2,Chile,Copyright Infringement via Image Gen,Medium,Media,12022,724569.32,Unknown,Unknown,1,0.7,1,Whistleblower,Legal Proceedings
INC-00289,2025,Q3,UAE,Deepfake Political Disinformation,High,Healthcare,95845,1898082.11,Video Synthesizer,Corporation,0,3.6,1,Journalist Investigation,Closed-No Action
INC-00290,2025,Q4,Brazil,AI-Enabled Phishing,Low,Politics,1660,7322.96,Code Generator,Organized Group,0,8.2,1,Forensic Analysis,Unresolved
INC-00291,2023,Q1,Indonesia,AI Identity Theft,Medium,Personal,13637,,Voice Cloner,Individual,1,7.2,1,Whistleblower,Legal Proceedings
INC-00292,2024,Q2,India,Non-Consensual Intimate Imagery,Low,Legal,14735,1883.24,Image Generator,Corporation,0,0.4,1,Whistleblower,Under Investigation
INC-00293,2024,Q4,UAE,AI-Enabled Phishing,Low,Education,3527,31073.67,Video Synthesizer,Individual,0,3.9,1,Victim Report,Legal Proceedings
INC-00294,2023,Q3,Nigeria,Manipulated Audio Evidence,Medium,Politics,1621,,Unknown,Unknown,0,8.6,1,Whistleblower,Resolved
INC-00295,2023,Q4,Ireland,AI Bias in Credit Scoring,High,Finance,47150,1027349.72,Multiple,State Actor,1,6.1,1,Victim Report,Resolved
INC-00296,2024,Q3,Russia,Academic Dishonesty,Medium,Legal,5316,38706.15,Code Generator,Corporation,0,1.8,1,Victim Report,Perpetrator Identified
INC-00297,2025,Q2,Mexico,AI-Generated Legal Documents (Unauthorized),Medium,Employment,15336,253636.9,Image Generator,State Actor,1,9.8,1,Whistleblower,Closed-No Action
INC-00298,2023,Q4,United Kingdom,Medical AI Misdiagnosis,Low,Personal,438,30865.36,LLM Chatbot,State Actor,0,7.0,1,Platform AI,Resolved
INC-00299,2022,Q1,Venezuela,Synthetic Media Electoral Interference,Medium,Finance,43902,,Voice Cloner,Corporation,1,9.7,0,Forensic Analysis,Unresolved
INC-00300,2023,Q2,United Kingdom,Chatbot Harmful Advice,Medium,Public Safety,20586,64571.72,LLM Chatbot,Corporation,0,0.3,1,Automated Flag,Unresolved
INC-00301,2024,Q4,Israel,Automated Misinformation Campaign,Medium,Finance,20770,57568.82,Code Generator,Corporation,0,3.0,0,Whistleblower,Closed-No Action
INC-00302,2025,Q4,Spain,Manipulated Audio Evidence,High,Public Safety,78511,,Image Generator,Individual,0,6.4,1,Journalist Investigation,Under Investigation
INC-00303,2024,Q4,Poland,Manipulated Audio Evidence,Critical,Healthcare,48197,34249952.0,Video Synthesizer,Unknown,0,4.4,0,Forensic Analysis,Perpetrator Identified
INC-00304,2023,Q3,United Kingdom,AI Identity Theft,Medium,Education,3944,106654.82,Voice Cloner,Individual,0,3.1,1,Victim Report,Legal Proceedings
INC-00305,2023,Q1,Saudi Arabia,Academic Dishonesty,Medium,Employment,78322,869231.67,Image Generator,State Actor,1,6.7,1,Human Review,Unresolved
INC-00306,2025,Q1,Ireland,AI Surveillance Abuse,High,Employment,46949,115138.08,Video Synthesizer,Corporation,1,0.9,0,Forensic Analysis,Legal Proceedings
INC-00307,2024,Q2,Indonesia,AI Bias in Hiring,Critical,Public Safety,2729,37979693.57,Multiple,Corporation,1,1.2,0,Human Review,Unresolved
